2018-04-04 23:24:24 INFO  TC001_VerifyLoginWithInvalidCredentials:29 - ***********Starting TC001_VerifyLoginWithInvalidCredentials****************
2018-04-17 10:40:05 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='email']]
2018-04-17 10:40:06 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='passwd']]
2018-04-17 10:40:38 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-17 10:40:38 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-17 10:41:12 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-17 10:41:12 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-17 10:41:12 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-17 10:41:25 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-17 10:41:26 INFO  HomePage:96 - Entered email address: testautomation5@gmail.com and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='email']]
2018-04-17 10:41:27 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='passwd']]
2018-04-17 10:42:06 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-17 10:42:06 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-17 10:42:40 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-17 10:42:40 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-17 10:42:40 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-17 10:42:42 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-17 10:42:43 INFO  HomePage:96 - Entered email address: testautomation6@gmail.com and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='email']]
2018-04-17 10:42:43 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (bf10a1864a0d695b1694aac0235b0d2c)] -> xpath: //input[@id='passwd']]
2018-04-17 10:43:15 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-17 10:43:15 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-17 10:43:49 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-17 10:43:49 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 12:08:12 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:08:16 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:08:16 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='email']]
2018-04-18 12:08:16 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='passwd']]
2018-04-18 12:08:48 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-18 12:08:49 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-18 12:10:55 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-18 12:10:55 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 12:10:55 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:10:58 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:10:58 INFO  HomePage:96 - Entered email address: testautomation5@gmail.com and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='email']]
2018-04-18 12:10:58 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='passwd']]
2018-04-18 12:11:31 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-18 12:11:31 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-18 12:12:30 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-18 12:12:30 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 12:12:30 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:12:34 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:12:34 INFO  HomePage:96 - Entered email address: testautomation6@gmail.com and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='email']]
2018-04-18 12:12:34 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (dfee063524ba6137aaa9bdbbeb383a1a)] -> xpath: //input[@id='passwd']]
2018-04-18 12:17:05 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:17:09 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:17:09 INFO  HomePage:96 - Entered email address: testautomation4@gmail.com and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='email']]
2018-04-18 12:17:09 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='passwd']]
2018-04-18 12:17:41 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-18 12:17:42 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-18 12:18:17 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-18 12:18:17 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 12:18:17 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:18:20 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:18:20 INFO  HomePage:96 - Entered email address: testautomation5@gmail.com and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='email']]
2018-04-18 12:18:20 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='passwd']]
2018-04-18 12:18:52 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-18 12:18:52 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-18 12:19:25 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-18 12:19:25 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 12:19:25 INFO  TC003_VerifyLoginWithDifferentRecords:42 - ********************Starting TC003_VerifyLoginWithDifferentRecords***************************
2018-04-18 12:19:28 INFO  HomePage:94 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 12:19:28 INFO  HomePage:96 - Entered email address: testautomation6@gmail.com and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='email']]
2018-04-18 12:19:28 INFO  HomePage:98 - Entered password: password@123 and object is [[ChromeDriver: chrome on XP (65c38ea2b8a58a8324ce763946f456a4)] -> xpath: //input[@id='passwd']]
2018-04-18 12:20:00 INFO  HomePage:100 - Clicked on submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //button[@id='SubmitLogin']'
2018-04-18 12:20:00 INFO  HomePage:153 - User has successfully logged into his/her account
2018-04-18 12:20:33 INFO  HomePage:165 - Clicked on SignOut button and object is Proxy element for: DefaultElementLocator 'By.xpath: //a[@class='logout']'
2018-04-18 12:20:33 INFO  TC003_VerifyLoginWithDifferentRecords:53 - *******************Finished TC003_VerifyLoginWithDifferentRecords******************************
2018-04-18 17:08:12 INFO  TC004_VerifyNavigationToApparelPage:24 - ***********Starting TC004_VerifyNavigationToApparelPage***********
2018-04-18 17:08:12 INFO  HomePage:176 - Mouse hover over option: Women
2018-04-18 17:08:12 INFO  HomePage:190 - Clicked on apparel option: Blouses in Women section
2018-04-18 17:08:12 INFO  TC004_VerifyNavigationToApparelPage:28 - ***********Finishing TC004_VerifyNavigationToApparelPage**********
2018-04-18 17:10:52 INFO  TC004_VerifyNavigationToApparelPage:25 - ***********Starting TC004_VerifyNavigationToApparelPage***********
2018-04-18 17:10:53 INFO  HomePage:176 - Mouse hover over option: Women
2018-04-18 17:10:57 INFO  HomePage:190 - Clicked on apparel option: Blouses in Women section
2018-04-18 17:10:58 INFO  TC004_VerifyNavigationToApparelPage:31 - ***********Finishing TC004_VerifyNavigationToApparelPage**********
2018-04-18 23:26:04 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-18 23:26:06 INFO  HomePage:116 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (453b39a957d76f7e73cbe368c214560d)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 23:26:07 INFO  HomePage:119 - Entered email and object is [[ChromeDriver: chrome on XP (453b39a957d76f7e73cbe368c214560d)] -> xpath: //input[@id='email_create']]
2018-04-18 23:26:07 INFO  HomePage:121 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (453b39a957d76f7e73cbe368c214560d)] -> xpath: //button[@id='SubmitCreate']]
2018-04-18 23:43:52 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-18 23:43:55 INFO  HomePage:116 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (660998a815464ce3d1de2fcdc2632d9c)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 23:43:55 INFO  HomePage:119 - Entered email and object is [[ChromeDriver: chrome on XP (660998a815464ce3d1de2fcdc2632d9c)] -> xpath: //input[@id='email_create']]
2018-04-18 23:43:55 INFO  HomePage:121 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (660998a815464ce3d1de2fcdc2632d9c)] -> xpath: //button[@id='SubmitCreate']]
2018-04-18 23:54:56 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-18 23:54:59 INFO  HomePage:116 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (64343269addbd3dd8ba186c20d0c7b07)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-18 23:54:59 INFO  HomePage:119 - Entered email and object is [[ChromeDriver: chrome on XP (64343269addbd3dd8ba186c20d0c7b07)] -> xpath: //input[@id='email_create']]
2018-04-18 23:54:59 INFO  HomePage:121 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (64343269addbd3dd8ba186c20d0c7b07)] -> xpath: //button[@id='SubmitCreate']]
2018-04-18 23:55:02 INFO  HomePage:129 - Entered password and object is [[ChromeDriver: chrome on XP (64343269addbd3dd8ba186c20d0c7b07)] -> xpath: //input[@id='passwd']]
2018-04-18 23:56:33 INFO  HomePage:136 - Selected year and object is org.openqa.selenium.support.ui.Select@3773862a
2018-04-18 23:56:34 INFO  HomePage:145 - Enterted zipcode and object is [[ChromeDriver: chrome on XP (64343269addbd3dd8ba186c20d0c7b07)] -> xpath: //input[@id='postcode']]
2018-04-18 23:56:36 INFO  HomePage:157 - User has successfully logged into his/her account
2018-04-18 23:56:36 INFO  TC002_VerifyRegistration:33 - *******************Finished TC002_VerifyRegistration******************************
2018-04-19 00:09:57 INFO  TC002_VerifyRegistration:28 - ********************Starting TC002_VerifyRegistration***************************
2018-04-19 00:10:01 INFO  HomePage:116 - Clicked on SignIn and object is [[ChromeDriver: chrome on XP (b6e483a28bb9e33d46460cf7cf5c1025)] -> xpath: //a[@class='login'][@title='Log in to your customer account']]
2018-04-19 00:10:01 INFO  HomePage:119 - Entered email and object is [[ChromeDriver: chrome on XP (b6e483a28bb9e33d46460cf7cf5c1025)] -> xpath: //input[@id='email_create']]
2018-04-19 00:10:01 INFO  HomePage:121 - Clicked on create account button and onject is [[ChromeDriver: chrome on XP (b6e483a28bb9e33d46460cf7cf5c1025)] -> xpath: //button[@id='SubmitCreate']]
2018-04-19 00:10:04 INFO  HomePage:129 - Entered password and object is [[ChromeDriver: chrome on XP (b6e483a28bb9e33d46460cf7cf5c1025)] -> xpath: //input[@id='passwd']]
2018-04-19 00:11:35 INFO  HomePage:136 - Selected year and object is org.openqa.selenium.support.ui.Select@1b70203f
2018-04-19 00:11:36 INFO  HomePage:145 - Enterted zipcode and object is [[ChromeDriver: chrome on XP (b6e483a28bb9e33d46460cf7cf5c1025)] -> xpath: //input[@id='postcode']]
2018-04-19 00:11:39 INFO  HomePage:157 - User has successfully logged into his/her account
2018-04-19 00:11:39 INFO  TC002_VerifyRegistration:33 - *******************Finished TC002_VerifyRegistration******************************
2018-04-23 08:11:04 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:11:05 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:11:05 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:11:07 INFO  ProductDetailsPage:35 - Printed Dress has been selected
2018-04-23 08:11:07 INFO  TestBase:30 - **********Finished VerifyAddToCart***********
2018-04-23 08:11:08 INFO  TestBase:97 - browser closed
2018-04-23 08:11:58 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:11:58 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:11:58 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:12:01 INFO  ProductDetailsPage:35 - Printed Dress has been selected
2018-04-23 08:12:01 INFO  TestBase:31 - **********Finished VerifyAddToCart***********
2018-04-23 08:12:01 INFO  TestBase:97 - browser closed
2018-04-23 08:12:37 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:12:38 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:12:38 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:12:43 INFO  ProductDetailsPage:35 - Printed Dress has been selected
2018-04-23 08:12:44 INFO  TestBase:31 - **********Finished VerifyAddToCart***********
2018-04-23 08:12:46 INFO  TestBase:97 - browser closed
2018-04-23 08:13:26 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:13:26 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:13:26 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:13:30 INFO  ProductDetailsPage:35 - Printed Dress has been selected
2018-04-23 08:13:40 INFO  TestBase:31 - **********Finished VerifyAddToCart***********
2018-04-23 08:13:40 INFO  TestBase:97 - browser closed
2018-04-23 08:20:42 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:20:42 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:20:42 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:20:45 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 08:20:55 INFO  TestBase:32 - **********Finished VerifyAddToCart***********
2018-04-23 08:20:55 INFO  TestBase:97 - browser closed
2018-04-23 08:22:00 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:22:00 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:22:00 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:22:03 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 08:22:13 INFO  TestBase:32 - **********Finished VerifyAddToCart***********
2018-04-23 08:22:13 INFO  TestBase:97 - browser closed
2018-04-23 08:42:35 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:42:36 INFO  HomePage:183 - Mouse hover over option: Dresses
2018-04-23 08:42:40 INFO  HomePage:206 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:42:42 INFO  ProductDetailsPage:39 - Printed Dress has been selected
2018-04-23 08:44:19 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:44:19 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 08:44:19 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:44:23 INFO  ProductDetailsPage:39 - Printed Dress has been selected
2018-04-23 08:44:33 INFO  TestBase:32 - **********Finished VerifyAddToCart***********
2018-04-23 08:44:35 INFO  TestBase:97 - browser closed
2018-04-23 08:45:49 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:45:49 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 08:45:49 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:45:53 INFO  ProductDetailsPage:39 - Printed Dress has been selected
2018-04-23 08:46:04 INFO  TestBase:32 - **********Finished VerifyAddToCart***********
2018-04-23 08:46:04 INFO  TestBase:97 - browser closed
2018-04-23 08:46:57 INFO  TestBase:24 - ********Starting VerifyAddToCart**************
2018-04-23 08:46:57 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 08:46:57 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 08:47:01 INFO  ProductDetailsPage:39 - Printed Dress has been selected
2018-04-23 08:47:01 INFO  TestBase:32 - **********Finished VerifyAddToCart***********
2018-04-23 08:47:03 INFO  TestBase:97 - browser closed
2018-04-23 09:56:58 INFO  TestBase:26 - ********Starting VerifyAddToCart**************
2018-04-23 09:56:59 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 09:56:59 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 09:57:04 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 09:57:04 INFO  TestBase:97 - browser closed
2018-04-23 09:59:16 INFO  TestBase:26 - ********Starting VerifyAddToCart**************
2018-04-23 09:59:17 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 09:59:17 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 09:59:20 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 09:59:21 INFO  TestBase:35 - **********Finished VerifyAddToCart***********
2018-04-23 09:59:23 INFO  TestBase:97 - browser closed
2018-04-23 10:31:34 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-23 10:31:34 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 10:31:34 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 10:31:37 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 10:31:38 INFO  AddToCart:39 - Clicked on tweet button and object is Tweet
2018-04-23 10:31:39 INFO  TestBase:50 - **********Finished VerifyAddToCart***********
2018-04-23 10:31:39 INFO  TestBase:97 - browser closed
2018-04-23 10:33:46 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-23 10:33:58 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-23 10:33:58 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-23 10:34:03 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-23 10:34:04 INFO  AddToCart:39 - Clicked on tweet button and object is Tweet
2018-04-23 10:34:12 INFO  TestBase:51 - **********Finished VerifyAddToCart***********
2018-04-23 10:34:12 INFO  TestBase:97 - browser closed
2018-04-24 09:13:51 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-24 09:13:51 INFO  HomePage:184 - Mouse hover over option: Dresses
2018-04-24 09:13:52 INFO  HomePage:207 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-24 09:13:56 INFO  ProductDetailsPage:38 - Printed Dress has been selected
2018-04-24 09:13:56 INFO  AddToCart:39 - Clicked on tweet button and object is Tweet
2018-04-24 09:14:03 INFO  TestBase:51 - **********Finished VerifyAddToCart***********
2018-04-24 09:14:04 INFO  TestBase:99 - browser closed
2018-04-24 22:03:44 INFO  TestBase:26 - ********Starting VerifyAddToCart**************
2018-04-24 22:03:44 INFO  TestBase:110 - browser closed
2018-04-24 22:07:31 INFO  TestBase:26 - ********Starting VerifyAddToCart**************
2018-04-24 22:21:14 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-24 22:21:14 INFO  TestBase:110 - browser closed
2018-04-24 22:22:10 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-24 22:22:11 INFO  HomePage:191 - Mouse hover over option: Dresses
2018-04-24 22:22:14 INFO  HomePage:214 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-24 22:22:16 INFO  ProductDetailsPage:44 - Printed Dress has been selected
2018-04-24 22:22:17 INFO  AddToCart:45 - Clicked on tweet button and object is Tweet
2018-04-24 22:22:24 INFO  TestBase:51 - **********Finished VerifyAddToCart***********
2018-04-24 22:22:24 INFO  TestBase:110 - browser closed
2018-04-24 22:25:20 INFO  TestBase:30 - ********Starting VerifyAddToCart**************
2018-04-24 22:25:20 INFO  WebEventListener:121 - Trying to find element By: By.cssSelector: ul[class^='sf-menu']>li>a[title='Dresses']
2018-04-24 22:25:20 INFO  WebEventListener:121 - Found element By: By.cssSelector: ul[class^='sf-menu']>li>a[title='Dresses']
2018-04-24 22:25:20 INFO  WebEventListener:121 - Exception occured: org.openqa.selenium.UnsupportedCommandException: actions
Build info: version: '3.8.1', revision: '6e95a6684b', time: '2017-12-01T18:33:54.468Z'
System info: host: 'HIMANI', ip: '192.168.1.7', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '9.0.4'
Driver info: driver.version: EventFiringWebDriver
2018-04-24 22:25:20 INFO  HomePage:191 - Mouse hover over option: Dresses
2018-04-24 22:25:20 INFO  WebEventListener:121 - Trying to find element By: By.cssSelector: ul[class^='sf-menu']>li>a[title='Dresses']+ul>li>a[title='Casual Dresses']
2018-04-24 22:25:20 INFO  WebEventListener:121 - Found element By: By.cssSelector: ul[class^='sf-menu']>li>a[title='Dresses']+ul>li>a[title='Casual Dresses']
2018-04-24 22:25:20 INFO  WebEventListener:121 - Exception occured: org.openqa.selenium.UnsupportedCommandException: actions
Build info: version: '3.8.1', revision: '6e95a6684b', time: '2017-12-01T18:33:54.468Z'
System info: host: 'HIMANI', ip: '192.168.1.7', os.name: 'Windows 10', os.arch: 'amd64', os.version: '10.0', java.version: '9.0.4'
Driver info: driver.version: EventFiringWebDriver
2018-04-24 22:25:20 INFO  HomePage:214 - Clicked on apparel option: Casual Dresses in Dresses section
2018-04-24 22:25:20 INFO  WebEventListener:121 - Trying to find element By: By.xpath: //div[@class='product-container']//a[contains(text(),'Printed Dress')]
2018-04-24 22:25:20 INFO  WebEventListener:121 - Found element By: By.xpath: //div[@class='product-container']//a[contains(text(),'Printed Dress')]
2018-04-24 22:25:20 INFO  WebEventListener:121 - Trying to click on: [[ChromeDriver: chrome on XP (a38cdf800b2181dd7d1c9141b2b8875f)] -> xpath: //div[@class='product-container']//a[contains(text(),'Printed Dress')]]
2018-04-24 22:25:23 INFO  WebEventListener:121 - Clicked on: [[ChromeDriver: chrome on XP (a38cdf800b2181dd7d1c9141b2b8875f)] -> xpath: //div[@class='product-container']//a[contains(text(),'Printed Dress')]]
2018-04-24 22:25:23 INFO  ProductDetailsPage:45 - Printed Dress has been selected
2018-04-24 22:25:23 INFO  WebEventListener:121 - Trying to find element By: By.cssSelector: button[class='btn btn-default btn-twitter']
2018-04-24 22:25:23 INFO  WebEventListener:121 - Found element By: By.cssSelector: button[class='btn btn-default btn-twitter']
2018-04-24 22:25:23 INFO  WebEventListener:121 - Trying to click on: [[ChromeDriver: chrome on XP (a38cdf800b2181dd7d1c9141b2b8875f)] -> css selector: button[class='btn btn-default btn-twitter']]
2018-04-24 22:25:24 INFO  WebEventListener:121 - Clicked on: [[ChromeDriver: chrome on XP (a38cdf800b2181dd7d1c9141b2b8875f)] -> css selector: button[class='btn btn-default btn-twitter']]
2018-04-24 22:25:24 INFO  WebEventListener:121 - Trying to find element By: By.cssSelector: button[class='btn btn-default btn-twitter']
2018-04-24 22:25:24 INFO  WebEventListener:121 - Found element By: By.cssSelector: button[class='btn btn-default btn-twitter']
2018-04-24 22:25:24 INFO  AddToCart:46 - Clicked on tweet button and object is Tweet
2018-04-24 22:25:24 INFO  WebEventListener:121 - Trying to find element By: By.cssSelector: h2[class='action-information']
2018-04-24 22:25:27 INFO  WebEventListener:121 - Found element By: By.cssSelector: h2[class='action-information']
2018-04-24 22:25:32 INFO  TestBase:51 - **********Finished VerifyAddToCart***********
2018-04-24 22:25:32 INFO  TestBase:110 - browser closed
2018-04-24 22:37:48 INFO  TestBase:63 - Creating object of chrome
2018-04-24 22:37:52 INFO  TestBase:74 - Navigating to http://automationpractice.com/index.php
2018-04-24 22:37:52 INFO  WebEventListener:121 - Before navigating to: 'http://automationpractice.com/index.php' 
